title,description,url
Internship FAQs,  <!– FIELDS –> Menu <!– –> <!–UCR Big Data–> <!– –> Education High School Students Internships Undergraduate ResearchJP…,https://bigdata.ucr.edu/fields/internships/fields-internship-frequently-asked-questions/
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/drosen
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/ilanab
Internship FAQs,  <!– FIELDS –> Menu <!– –> <!–UCR Big Data–> <!– –> Education High School Students Internships Undergraduate ResearchJP…,https://bigdata.ucr.edu/fields/internships/fields-internship-frequently-asked-questions/
gridfire,<!– FIELDS –> Menu <!—-> <!–UCR Big Data–> <!—-> Education High School Students Internships Undergraduate ResearchJPL Summer Internships …,https://bigdata.ucr.edu/fields/gridfire/
visavis,  <!– FIELDS –> Menu <!– –> <!–UCR Big Data–> <!– –> Education High School Students Internships Undergraduate ResearchJP…,https://bigdata.ucr.edu/fields/visavis/
Public Outreach Overview,  <!– FIELDS –> Menu <!– –> <!–UCR Big Data–> <!– –> Education High School Students Internships Undergraduate ResearchJP…,https://bigdata.ucr.edu/fields/outreach-overview/
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://astro.ucr.edu/members/postdocs/mariodeleo/
2019-20 FIELDS Graduate Student Fellowship,  <!– FIELDS –> Menu <!– –> <!–UCR Big Data–> <!– –> Education High School Students Internships Undergraduate ResearchJP…,https://bigdata.ucr.edu/fields/fellowships/gradfellow19/
faq,  <!– FIELDS –> Menu <!– –> <!–UCR Big Data–> <!– –> Education High School Students Internships Undergraduate ResearchJP…,https://bigdata.ucr.edu/fields/faq/
meeting18,<!– FIELDS –> Menu <!—-> <!–UCR Big Data–> <!—-> Education High School Students Internships Undergraduate ResearchJPL Summer Internships …,https://bigdata.ucr.edu/fields/meeting18/
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://astro.ucr.edu/outreach/interdisciplinary-outreach/
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://astro.ucr.edu/outreach/vibratinguniverse/
2020 FIELDS/JPL Summer Internship,  <!– FIELDS –> Menu <!– –> <!–UCR Big Data–> <!– –> Education High School Students Internships Undergraduate ResearchJP…,https://bigdata.ucr.edu/fields/fellowships/jplintern20/
2020-2021 FIELDS Undergraduate Research  Internships,  <!– FIELDS –> Menu <!– –> <!–UCR Big Data–> <!– –> Education High School Students Internships Undergraduate ResearchJP…,https://bigdata.ucr.edu/fields/fellowships/ucrintern20/
NASA Scholarship for the UCR High-School Summer Academy 2021,  <!– FIELDS –> Menu <!– –> <!–UCR Big Data–> <!– –> Education High School Students Internships Undergraduate ResearchJP…,https://bigdata.ucr.edu/fields/highschool21/
FIELDS Intern Presentations sample,Where: Pierce 110 Interns will present their summer work.,https://bigdata.ucr.edu/fields/mc-events/fields-intern-presentations-sample/
High School Summer Academy 2019,  <!– FIELDS –> Menu <!– –> <!–UCR Big Data–> <!– –> Education High School Students Internships Undergraduate ResearchJP…,https://bigdata.ucr.edu/fields/highschool19/
highschool17,<!– FIELDS –> Menu <!—-> <!–UCR Big Data–> <!—-> Education High School Students Internships Undergraduate ResearchJPL Summer Internships …,https://bigdata.ucr.edu/fields/highschool17/
Meeting at HUB Sample,Where: HUB Come join us at the HUB for lunch.,https://bigdata.ucr.edu/fields/mc-events/meeting-at-hub-sample/
UCR hosts Mercury transit viewing,"More than 200 people came out to the UCR Baseball complex Monday morning, Nov. 11, to watch Mercury pass in front of the sun — a rare occurrence that happens around 13 times every 100 years. The public viewing was organized by the Department of Physics and Astronomy, and it took place from 8:30 a.m.-10:30 a.m. while the planet was visible as a black dot moving across the sun. The next Mercury transit will not be visible from Earth until 2032.",https://insideucr.ucr.edu/stories/2019/11/12/ucr-hosts-mercury-transit-viewing
Campus to celebrate 50th anniversary of historic Moon landing,"Free event at UC Riverside includes hands-on activities, lecture, and telescope viewings",https://news.ucr.edu/articles/2019/07/08/campus-celebrate-50th-anniversary-historic-moon-landing
How to Apply,The Application Process   Fall Admissions Fall quarter admissions and fellowship consideration for domestic and international students (contact department for winter and spring admissions):,https://neuro.ucr.edu/about/apply
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/timothyl
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://astro.ucr.edu/members/faculty/kane/
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://astro.ucr.edu/members/postdocs/
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://astro.ucr.edu/members/faculty/mobasher/
Giving,"Supporting CNAS Central to our research excellence is educating the students who come to the College of Natural and Agricultural Sciences (CNAS) to learn and leave with an integrated grasp of how they can change the world. These students, and the faculty who teach them, benefit from a structure that is unique among land-grant colleges: CNAS's 13 departments encompass the life, physical, mathematical, and agricultural sciences.",https://cnas.ucr.edu/giving
Sample Event,This is an event for testing purposes.,https://bigdata.ucr.edu/fields/mc-events/sample-event/
Support the Gardens,Help sustain the UCR Botanic Gardens for the future,https://gardens.ucr.edu/giving
Programs,"  The following is a listing of the areas of graduate study in the College of Natural and Agricultural Sciences as well as some graduate focus areas. You can obtain information on each program, its requirements, and faculty research interests by clicking on the program of interest.",https://cnasgrad.ucr.edu/programs
Majors in CNAS,"  Undergraduate students in the College of Natural and Agricultural Sciences have 17 majors available, with a total of 29 options or tracks.  While it is possible to major in a straightforward discipline such as Physics, some options are interdisciplinary in scope -- for example, Environmental Toxicology or Statistical Computing.",https://cnasstudent.ucr.edu/majors-cnas
Prospective Students,"Request more information Thank you for your interest in the University of California, Riverside.  Below are information cards about every science degree program at UCR.  We are unique in that we have many smaller degree programs and faculty often participate in more than one degree program.  Feel free to explore multiple programs and select a few on which you want to receive more information.  Once you are ready, please click the ""request more information"" button below to fill out an online interest form.",https://cnasgrad.ucr.edu/graduate-students/prospective
Agricultural Operations,College of Natural & Agricultural Sciences,https://agops.ucr.edu/
Welcome !,MIRO FIELDS Research Program,https://bigdata.ucr.edu/fields/2015/08/13/hello-world/
Graduate Program,Statisticians - One of The Top Professions on Demand! A graduate degree that lead to lucrative careers in:,https://statistics.ucr.edu/graduate-program
Neuroscience Graduate Program,College of Natural & Agricultural Sciences,https://neuro.ucr.edu/
CNAS Graduate Studies, ,https://grad.ucr.edu/register/form?id=485d1449-faed-4677-ba8d-64ae4c519f15
Employment Opportunities,Faculty Positions Available: Assistant Professor in Plant Community Ecology Assistant Specialist in Agricultural Sciences   Other Academics: Junior Specialist    Career Links:,https://plantbiology.ucr.edu/people/employment-opportunities
National Academy of Inventors elects UCR faculty as Fellows,Rare distinction honors prolific innovators,https://insideucr.ucr.edu/awards/2022/12/08/national-academy-inventors-elects-ucr-faculty-fellows
Career Mentoring of Underrepresented STEM Students for the Professoriate (CUSP),Are you interested in a career as a professor?  ,https://cnasgrad.ucr.edu/cusp
Methane from megafires: more spew than we knew,"Using a new detection method, UC Riverside scientists found a massive amount of methane, a super-potent greenhouse gas, coming from wildfires — a source not currently being accounted for by state air quality managers.",https://news.ucr.edu/articles/2023/04/17/methane-megafires-more-spew-we-knew
Plant Biology Graduate Program, ,https://grad.ucr.edu/register/form?id=bf49a425-2011-4023-86c0-e115e16c14fa
Not such small things: microplastics in our streams,"UC Riverside scientists are taking a modern approach to studying a murky subject — the quantity, quality, and sources of microplastics in Los Angeles County’s urban streams.",https://news.ucr.edu/articles/2023/04/18/not-such-small-things-microplastics-our-streams
Plant Biology Graduate Program, ,https://grad.ucr.edu/register/form?id=bf49a425-2011-4023-86c0-e115e16c14fa
"Nevertheless, She Persisted","Katayoon Dehesh, director of UCR’s Institute for Integrative Genome Biology, is creating opportunities and advocating for women in science worldwide.",https://news.ucr.edu/ucr-magazine/spring-2023/nevertheless-she-persisted
Graduate Students,*/ /*-->*/,https://plantbiology.ucr.edu/people/graduate-student
Centers & Institutes,"  Our Research Centers The College's centers and institutes are hotbeds of interdisciplinary research. Most CNAS faculty members belong to at least one, and their students have the opportunity to work in these flourishing incubators for tomorrow's discoveries. Learn more about our centers and institutes below.  ",https://cnas.ucr.edu/academics/centers-institutes
2020 FIELDS/JPL Summer Internship,  <!– FIELDS –> Menu <!– –> <!–UCR Big Data–> <!– –> Education High School Students Internships Undergraduate ResearchJP…,https://bigdata.ucr.edu/fields/fellowships/jplintern20/
Aqueous Biomass Processing (ABP) Group,Cellulosic Biomass Lab,https://cellulosicbiomasslab.engr.ucr.edu/
Loma Vista Middle School Astronomy Night,"The undergraduate UCR Astronomy Club will be presenting at the Loma Vista Middle School Astronomy Night. Join us and learn about how to make a comet using everyday household materials, and look at …",https://bigdata.ucr.edu/fields/mc-events/loma-vista-middle-school-astronomy-night/
Services,   ,https://ptrc.ucr.edu/services
About Us,"The Multidisciplinary Research Building (MRB) is a four-story, 125,000-square-foot structure located on the north side of the UCR campus, on 169 Aberdeen Drive between the Recreational Building South and the Marlan and Rosemary Bourns College of Engineering . It houses offices, laboratories, and other support space for faculty research. Its research “clients” include teams in the life sciences, chemical sciences, medicine, and engineering departments.",https://mrb.ucr.edu/about-us
Center for Invasive Species Research,DEPARTMENT OF ENTOMOLOGY,https://cisr.ucr.edu/
SHINES EFRC,College of Natural & Agricultural Sciences,https://efrcshines.ucr.edu/
Statistical Consulting Collaboratory,Specializing in statistical consulting and modeling,https://collaboratory.ucr.edu/
Detection of very high frequency magnetic resonance could revolutionize electronics,UC Riverside-led research has applications in ultrafast and spin-based nanoscale devices,https://news.ucr.edu/articles/2020/01/27/detection-very-high-frequency-magnetic-resonance-could-revolutionize
The EDGE Institute,College of Natural & Agricultural Sciences,https://edge.ucr.edu/
Center for Integrative Biological Collections,COLLEGE OF NATURAL & AGRICULTURAL SCIENCES,https://cibc.ucr.edu/
Department of Statistics,College of Natural & Agricultural Sciences,https://statistics.ucr.edu/
