U.S. News names UCR No. 1 public for social mobility,"UC Riverside is the top public university in the U.S. for social mobility, according to the just-released 2022-23 U.S. News & World Report college rankings.",https://news.ucr.edu/articles/2022/09/12/us-news-names-ucr-no-1-public-social-mobility
Asian American shootings: This is ‘not an exception’ and other issues that need to be discussed,"Farm working, mental health, and social and cultural barriers that some Asian American communities face.",https://news.ucr.edu/articles/2023/01/25/asian-american-shootings-not-exception-and-other-issues-need-be-discussed
Salton Sea aerosol exposure triggers unique and mysterious pulmonary response,UC Riverside mouse study suggests inflammation could play key role in progression to asthma,https://news.ucr.edu/articles/2021/06/22/salton-sea-aerosol-exposure-triggers-unique-and-mysterious-pulmonary-response
Salton Sea dust triggers lung inflammation,UC Riverside study has health implications for people living around California’s largest lake,https://news.ucr.edu/articles/2022/12/08/salton-sea-dust-triggers-lung-inflammation
Building a stronger community through partnerships,UCR Extension's Kasey Wilson leads the way,https://news.ucr.edu/articles/2018/08/21/building-stronger-community-through-partnerships
Study disrupts venture capitalist assumptions about tax benefits of corporations,Startups backed by venture capital pay more taxes when organized as corporations versus LLCs,https://news.ucr.edu/articles/2021/08/11/study-disrupts-venture-capitalist-assumptions-about-tax-benefits-corporations
Inland Empire business activity growth outpaces U.S. GDP in latest numbers,‘Hot’ IE housing market still has room to grow,https://news.ucr.edu/articles/2021/10/13/inland-empire-business-activity-growth-outpaces-us-gdp-latest-numbers
University sets new enrollment record for fall 2021,"UC Riverside has released its enrollment numbers for fall 2021, showing a record student population of 26,847. That represent a 1.6% increase from fall 2020, when 26,434 total undergraduate and graduate students were enrolled. The student population includes 40.8% low-income students and 54.7% first-generation students. Forty-one percent of students are Latino and 35.1% Asian. ",https://news.ucr.edu/articles/2021/10/27/university-sets-new-enrollment-record-fall-2021
Inland Empire Economic Forecast Conference finds near term outlook strong but long run risks loom large,Labor shortage will place upward pressure on wages in 2022,https://news.ucr.edu/articles/2021/11/12/inland-empire-economic-forecast-conference-finds-near-term-outlook-strong-long
Inland Empire economy nears full recovery from pandemic downturn,Available labor supply likely to be among 2022’s biggest restraints on growth,https://news.ucr.edu/articles/2021/12/09/inland-empire-economy-nears-full-recovery-pandemic-downturn
Mamma Mia! Sweden gains the most musicians during the pandemic,"Musician migration rates muted during pandemic, but interesting regional trends emerge",https://news.ucr.edu/articles/2021/11/18/mamma-mia-sweden-gains-most-musicians-during-pandemic
Four Engineering Professors Named as Fellows,"This year, four UCR Marlan and Rosemary Bourns College of Engineering professors were named Fellows in recognition to their contributions and extraordinary achievements to advancing science.",https://news.ucr.edu/articles/2019/01/07/four-engineering-professors-named-fellows
"Surveys with repetitive questions yield bad data, study finds","“In as few as six or eight questions, people are already answering in such a way that you’re worse off if you’re trying to predict real-world behavior”",https://news.ucr.edu/articles/2022/01/28/surveys-repetitive-questions-yield-bad-data-study-finds
Mass customization can make fashion more sustainable if customers are willing to wait for it,High fees for disposal and recycling can boost the sustainable effect under some circumstances,https://news.ucr.edu/articles/2022/02/01/mass-customization-can-make-fashion-more-sustainable-if-customers-are-willing
Inland Empire business activity headed for moderate growth,Labor shortages will be region’s key restraint on economic growth,https://news.ucr.edu/articles/2022/03/30/inland-empire-business-activity-headed-moderate-growth
Deafness trumps HIV for deaf people living with HIV,UC Riverside-led study participants advocate for collection of more data on deaf individuals,https://news.ucr.edu/articles/2021/11/23/deafness-trumps-hiv-deaf-people-living-hiv
California’s creative economy bounces back but expands unevenly,"New analysis tracks performance of state’s creative industries before, during, and after covid, revealing longer term direction",https://news.ucr.edu/articles/2022/04/15/californias-creative-economy-bounces-back-expands-unevenly
California does not need to choose between post-pandemic economic growth and reducing carbon emissions,"Surprisingly, environmental leader California has a smaller ‘green economy’ than the average U.S. state and would need to add many thousands of environmentally friendly jobs to catch up. The good news is it’s on track to do just that, according to a new analysis released today by the UCR School of Business Center for Economic Forecasting and Development.",https://news.ucr.edu/articles/2022/06/21/california-does-not-need-choose-between-post-pandemic-economic-growth-and
Astronomers measure enormous planet lurking far from its star,"Scientists aren’t usually able to measure the size of gigantic planets, like Jupiter or Saturn, which are far from the stars they orbit. But a UC Riverside-led team has done it.",https://news.ucr.edu/articles/2021/01/11/astronomers-measure-enormous-planet-lurking-far-its-star
Fewer than one-third of Inland Empire households can afford to buy a home in one of Southern California’s ‘most affordable’ housing markets,"Despite recessionary fears, IE labor market continues to show strength",https://news.ucr.edu/articles/2022/06/23/fewer-one-third-inland-empire-households-can-afford-buy-home-one-southern
New School of Medicine building begins construction,"UC Riverside began construction Friday, Oct. 22 of a new School of Medicine building that will allow for growing class sizes and increasing the number of physicians trained in the underserved Inland Southern California. Campus and community leaders celebrated the start of the project at a groundbreaking ceremony at the project site south of the existing School of Medicine Education on the east side of campus.",https://news.ucr.edu/articles/2021/10/27/new-school-medicine-building-begins-construction
Inland Empire business activity growth contrasts with national decline,"Business activity in the Inland Empire continued to rise in the latest numbers, standing in stark contrast to the decline in GDP at the national level, according to the new Inland Empire Business Activity Index released today by the UCR School of Business Center for Economic Forecasting and Development. The increase in the region’s business activity in the second quarter of 2022 (the latest data available) does, however, represent a significant decline in growth from recent quarters. ",https://news.ucr.edu/articles/2022/09/22/inland-empire-business-activity-growth-contrasts-national-decline
Will the U.S. economy fall into recession in 2023? Only if the Fed intensifies current tightening policies,"The U.S. economy has little chance of falling into a recession this year or next unless the Federal Reserve raises interest rates more than they are currently projecting, according to a new forecast released yesterday at the 13th annual Inland Empire Economic Forecast Conference, hosted by the UC Riverside School of Business.",https://news.ucr.edu/articles/2022/10/05/will-us-economy-fall-recession-2023-only-if-fed-intensifies-current-tightening
Inland Empire business activity still going strong,"Business activity in the Inland Empire has continued to grow, and in the context of today’s increasingly uncertain economic environment, stands in stark contrast to growth trends in the nation, according to the new Inland Empire Business Activity Index released today by the UCR School of Business Center for Economic Forecasting and Development. The region’s economy officially transitioned from recovery to expansion in the fourth quarter of 2021 and growth is forecast to continue throughout 2022.",https://news.ucr.edu/articles/2022/06/30/inland-empire-business-activity-still-going-strong
